ID,Property_1
"48a7bfa2-4543-42b8-ba81-22f74a737aea","tin"
"0e57741b-8efc-486f-a4ce-4c22ba80d4b7","platinum"
"e90b80ad-18f2-4dd7-8f0c-d5549d3118d0","platinum"
"9e6f6663-f0c1-4913-838c-d1ab917b97c2","brass"
"9d4618a7-54d3-458e-b7f9-f54ed90a76a8","platinum"
"b2052bb2-c53d-497b-90d9-52424349356f","aluminium"
"d69d19f2-8131-444f-9874-66d6a9600670","iron"
"3fd80c1c-30c2-4120-8aae-c1c6ffd6a49e","gold"
"7ef1e59d-8b85-41a3-80b2-b2ddefb476c2","gold"
"079cf052-5fe7-42ad-b1c6-e0c7fb53dcf4","mercury"
"55a662fe-d7c3-4869-b31a-4c85189c1424","copper"
"af6a14d0-021f-48fa-9c8c-ccc748537395","platinum"
"63bba9d7-7f95-466c-8362-3c9fb89424e3","mercury"
"222f9602-c9a4-43a7-8907-7b2a29e8aded","steel"
"dca7cfa6-b840-40e8-980e-cb01ed670c52","platinum"
"22977b6e-58d2-4681-a5c7-48711f915764","iron"
"80014da0-7612-4165-8809-ecd5d9ed16f5","steel"
"ee803f68-d1ad-482a-becd-e57ee1bd1967","gold"
"0a90c53c-1824-4dc1-96f0-38a52fedebf0","platinum"
"a31dd25e-bc24-4778-846e-715a23065ee3","steel"
"300d77c4-63b0-4c2c-8547-98c1935421c3","copper"
"f32efd39-b683-4e08-87a2-3430baf02624","copper"
"ac28cfaa-6285-4737-9f2c-fee17b667dd5","gold"
"9e37bf97-6281-48f9-8946-d56dfde5b27b","nickel"
"a49f1026-303f-4012-a65e-b8d9fde7e285","brass"
"3fb9c0c5-6709-4eeb-9263-b59a564f7e00","tin"
"c8f10b51-3a1f-424f-9cdc-35edc905cfb8","aluminium"
"5ea2ba9b-9199-417a-8d76-4282a59495e8","brass"
"aa0db5a2-b56b-414d-b0ee-0aee0d4c0e8a","titanium"
"14250f5e-627f-4418-beb5-feed9298af2a","brass"
"06f0a351-7192-4339-a9e7-6c3a925e4034","mercury"
"eea08b84-38df-4880-8e77-248b4003234f","steel"
"0b335b7a-f778-43b7-bf69-f993af0827fa","platinum"
"e8d0b774-4a9f-4a34-a8ec-9b24168d6103","steel"
"b8954b69-8f03-4993-9ae9-a371ccd2b278","iron"
"13230023-bc93-419b-9917-494fc083f6ac","brass"
"6fa73adf-acaf-4bd7-981a-9462b87e49bc","iron"
"eac23725-ce62-4fdb-b667-337ae1ea0460","iron"
"648cdad3-7ef2-40da-b0a6-1da7740155ba","nickel"
"8d9c7fd7-7254-4869-a74e-4b60d7006f1a","gold"
"1788c11d-3f63-4eb6-90d1-2d8b5283329a","zinc"
"a94e6477-95c5-43da-9ed9-e17411b3a6fc","gold"
"97dcc877-c2ec-47a1-9cc1-6b4852c13342","silver"
"a91f204e-536e-46fa-a711-9a816e36cce7","zinc"
"e7f09ec9-035c-406b-9274-be97fb38edd4","aluminium"
"a93cb1e9-36ee-44b5-b197-20493677dfd1","brass"
"64480141-7f5a-4917-a2ab-0d48ef8cb1cb","aluminium"
"0337a8d0-1a23-4c39-a388-f51040334714","platinum"
"ade9332d-b0dc-4477-bbc6-bdeee6f784da","platinum"
"f738bca3-eece-4ba5-b580-3076aa3b9e1b","steel"
"c7e43be7-a865-4b02-9539-cec8c3490770","steel"
"931363c8-d81d-4097-9243-64ed98ad321b","platinum"
"15309e14-a36c-4325-aa6c-2ed97034ad92","platinum"
"50f34e3c-f794-4fd8-8d2c-7f4d7d76e200","copper"
